Pavarde                  Vardas              Galutinis (Vid.)    Galutinis (Med.)    
PavardeNR32018           VardasNR32018       4.40                4.40                
PavardeNR39175           VardasNR39175       4.40                4.40                
PavardeNR12151           VardasNR12151       4.40                4.40                
PavardeNR43038           VardasNR43038       4.40                4.40                
PavardeNR42896           VardasNR42896       4.40                4.40                
PavardeNR41817           VardasNR41817       4.40                4.40                
PavardeNR42634           VardasNR42634       4.40                5.20                
PavardeNR3021            VardasNR3021        4.40                4.40                
PavardeNR42336           VardasNR42336       4.40                4.40                
PavardeNR77923           VardasNR77923       4.40                4.00                
PavardeNR65606           VardasNR65606       4.40                5.20                
PavardeNR42838           VardasNR42838       4.40                4.80                
PavardeNR32033           VardasNR32033       4.40                4.80                
PavardeNR2716            VardasNR2716        4.40                4.40                
PavardeNR43485           VardasNR43485       4.40                4.40                
PavardeNR42273           VardasNR42273       4.40                4.80                
PavardeNR66955           VardasNR66955       4.40                4.80                
PavardeNR65607           VardasNR65607       4.40                4.00                
PavardeNR12187           VardasNR12187       4.40                3.60                
PavardeNR79089           VardasNR79089       4.40                4.40                
PavardeNR42718           VardasNR42718       4.40                4.40                
PavardeNR78481           VardasNR78481       4.40                4.40                
PavardeNR96051           VardasNR96051       4.40                4.00                
PavardeNR66974           VardasNR66974       4.40                4.80                
PavardeNR41905           VardasNR41905       4.40                4.00                
PavardeNR66715           VardasNR66715       4.40                4.80                
PavardeNR67014           VardasNR67014       4.40                4.80                
PavardeNR95217           VardasNR95217       4.40                4.40                
PavardeNR43299           VardasNR43299       4.40                4.80                
PavardeNR73971           VardasNR73971       4.40                4.00                
PavardeNR96113           VardasNR96113       4.40                3.60                
PavardeNR66790           VardasNR66790       4.40                4.40                
PavardeNR43880           VardasNR43880       4.40                4.00                
PavardeNR44017           VardasNR44017       4.40                4.80                
PavardeNR95548           VardasNR95548       4.40                4.80                
PavardeNR43523           VardasNR43523       4.40                4.00                
PavardeNR32988           VardasNR32988       4.40                4.40                
PavardeNR2805            VardasNR2805        4.40                4.40                
PavardeNR2459            VardasNR2459        4.40                4.80                
PavardeNR42480           VardasNR42480       4.40                4.40                
PavardeNR11489           VardasNR11489       4.40                4.80                
PavardeNR94575           VardasNR94575       4.40                4.40                
PavardeNR11834           VardasNR11834       4.40                4.00                
PavardeNR78560           VardasNR78560       4.40                4.40                
PavardeNR96035           VardasNR96035       4.40                4.40                
PavardeNR65981           VardasNR65981       4.40                4.80                
PavardeNR66658           VardasNR66658       4.40                4.80                
PavardeNR18577           VardasNR18577       4.40                4.80                
PavardeNR44218           VardasNR44218       4.40                4.40                
PavardeNR65952           VardasNR65952       4.40                4.40                
PavardeNR78286           VardasNR78286       4.40                4.80                
PavardeNR94703           VardasNR94703       4.40                4.40                
PavardeNR67505           VardasNR67505       4.40                4.00                
PavardeNR32658           VardasNR32658       4.40                4.40                
PavardeNR43219           VardasNR43219       4.40                4.80                
PavardeNR66702           VardasNR66702       4.40                4.80                
PavardeNR65949           VardasNR65949       4.40                4.00                
PavardeNR32238           VardasNR32238       4.40                4.00                
PavardeNR41867           VardasNR41867       4.40                3.60                
PavardeNR43163           VardasNR43163       4.40                4.80                
PavardeNR42217           VardasNR42217       4.40                4.80                
PavardeNR95884           VardasNR95884       4.40                3.60                
PavardeNR95147           VardasNR95147       4.40                4.40                
PavardeNR65890           VardasNR65890       4.40                4.40                
PavardeNR2201            VardasNR2201        4.40                4.40                
PavardeNR42597           VardasNR42597       4.40                4.00                
PavardeNR29066           VardasNR29066       4.40                4.40                
PavardeNR34257           VardasNR34257       4.40                4.40                
PavardeNR23234           VardasNR23234       4.40                4.40                
PavardeNR28944           VardasNR28944       4.40                4.40                
PavardeNR39405           VardasNR39405       4.40                4.80                
PavardeNR87741           VardasNR87741       4.40                4.40                
PavardeNR35372           VardasNR35372       4.40                4.40                
PavardeNR21241           VardasNR21241       4.40                4.00                
PavardeNR53355           VardasNR53355       4.40                3.60                
PavardeNR99092           VardasNR99092       4.40                4.40                
PavardeNR16203           VardasNR16203       4.40                4.80                
PavardeNR48610           VardasNR48610       4.40                4.40                
PavardeNR62261           VardasNR62261       4.40                4.40                
PavardeNR1347            VardasNR1347        4.40                4.40                
PavardeNR87695           VardasNR87695       4.40                4.00                
PavardeNR58646           VardasNR58646       4.40                4.00                
PavardeNR73022           VardasNR73022       4.40                4.80                
PavardeNR48468           VardasNR48468       4.40                4.40                
PavardeNR35405           VardasNR35405       4.40                4.80                
PavardeNR91131           VardasNR91131       4.40                4.40                
PavardeNR69204           VardasNR69204       4.40                4.00                
PavardeNR70911           VardasNR70911       4.40                4.40                
PavardeNR10166           VardasNR10166       4.40                4.40                
PavardeNR21127           VardasNR21127       4.40                4.00                
PavardeNR84012           VardasNR84012       4.40                4.00                
PavardeNR1365            VardasNR1365        4.40                4.40                
PavardeNR17191           VardasNR17191       4.40                4.80                
PavardeNR53573           VardasNR53573       4.40                3.60                
PavardeNR21091           VardasNR21091       4.40                5.20                
PavardeNR87623           VardasNR87623       4.40                4.40                
PavardeNR75617           VardasNR75617       4.40                4.80                
PavardeNR48306           VardasNR48306       4.40                4.80                
PavardeNR87851           VardasNR87851       4.40                4.40                
PavardeNR58988           VardasNR58988       4.40                3.60                
PavardeNR37577           VardasNR37577       4.40                4.40                
PavardeNR58931           VardasNR58931       4.40                4.00                
PavardeNR49231           VardasNR49231       4.40                4.00                
PavardeNR61694           VardasNR61694       4.40                4.00                
PavardeNR26498           VardasNR26498       4.40                4.80                
PavardeNR87930           VardasNR87930       4.40                4.80                
PavardeNR81938           VardasNR81938       4.40                4.80                
PavardeNR28667           VardasNR28667       4.40                5.20                
PavardeNR9922            VardasNR9922        4.40                4.40                
PavardeNR37491           VardasNR37491       4.40                4.00                
PavardeNR28691           VardasNR28691       4.40                4.40                
PavardeNR5028            VardasNR5028        4.40                4.40                
PavardeNR70795           VardasNR70795       4.40                4.40                
PavardeNR74566           VardasNR74566       4.40                4.80                
PavardeNR53608           VardasNR53608       4.40                4.40                
PavardeNR21432           VardasNR21432       4.40                4.00                
PavardeNR23156           VardasNR23156       4.40                4.40                
PavardeNR74215           VardasNR74215       4.40                4.40                
PavardeNR28760           VardasNR28760       4.40                4.00                
PavardeNR34306           VardasNR34306       4.40                4.00                
PavardeNR69338           VardasNR69338       4.40                4.80                
PavardeNR61935           VardasNR61935       4.40                4.80                
PavardeNR21384           VardasNR21384       4.40                3.60                
PavardeNR48894           VardasNR48894       4.40                3.20                
PavardeNR87848           VardasNR87848       4.40                4.40                
PavardeNR48847           VardasNR48847       4.40                4.80                
PavardeNR73744           VardasNR73744       4.40                4.00                
PavardeNR48808           VardasNR48808       4.40                4.40                
PavardeNR6611            VardasNR6611        4.40                4.40                
PavardeNR81682           VardasNR81682       4.40                4.00                
PavardeNR91885           VardasNR91885       4.40                4.00                
PavardeNR6907            VardasNR6907        4.40                4.80                
PavardeNR58253           VardasNR58253       4.40                4.00                
PavardeNR8547            VardasNR8547        4.40                4.80                
PavardeNR20775           VardasNR20775       4.40                4.00                
PavardeNR25930           VardasNR25930       4.40                4.40                
PavardeNR33947           VardasNR33947       4.40                4.40                
PavardeNR29607           VardasNR29607       4.40                3.60                
PavardeNR1513            VardasNR1513        4.40                4.40                
PavardeNR84263           VardasNR84263       4.40                4.00                
PavardeNR87279           VardasNR87279       4.40                4.40                
PavardeNR81112           VardasNR81112       4.40                4.00                
PavardeNR39993           VardasNR39993       4.40                4.80                
PavardeNR37008           VardasNR37008       4.40                5.20                
PavardeNR91834           VardasNR91834       4.40                4.00                
PavardeNR33889           VardasNR33889       4.40                4.00                
PavardeNR14674           VardasNR14674       4.40                4.40                
PavardeNR33865           VardasNR33865       4.40                4.40                
PavardeNR25872           VardasNR25872       4.40                4.40                
PavardeNR97244           VardasNR97244       4.40                4.00                
PavardeNR72474           VardasNR72474       4.40                4.40                
PavardeNR4318            VardasNR4318        4.40                4.40                
PavardeNR40124           VardasNR40124       4.40                4.00                
PavardeNR54130           VardasNR54130       4.40                4.80                
PavardeNR71115           VardasNR71115       4.40                4.80                
PavardeNR91950           VardasNR91950       4.40                3.60                
PavardeNR80929           VardasNR80929       4.40                4.00                
PavardeNR20573           VardasNR20573       4.40                4.80                
PavardeNR4260            VardasNR4260        4.40                4.00                
PavardeNR35607           VardasNR35607       4.40                4.40                
PavardeNR63292           VardasNR63292       4.40                4.80                
PavardeNR36907           VardasNR36907       4.40                4.00                
PavardeNR99197           VardasNR99197       4.40                4.00                
PavardeNR53611           VardasNR53611       4.40                3.20                
PavardeNR39564           VardasNR39564       4.40                4.00                
PavardeNR29201           VardasNR29201       4.40                4.80                
PavardeNR76936           VardasNR76936       4.40                4.80                
PavardeNR62513           VardasNR62513       4.40                4.40                
PavardeNR99162           VardasNR99162       4.40                4.00                
PavardeNR29230           VardasNR29230       4.40                4.40                
PavardeNR23361           VardasNR23361       4.40                4.80                
PavardeNR26130           VardasNR26130       4.40                4.40                
PavardeNR10231           VardasNR10231       4.40                4.00                
PavardeNR69032           VardasNR69032       4.40                4.40                
PavardeNR20988           VardasNR20988       4.40                4.00                
PavardeNR35480           VardasNR35480       4.40                4.80                
PavardeNR62607           VardasNR62607       4.40                4.40                
PavardeNR37189           VardasNR37189       4.40                4.80                
PavardeNR61592           VardasNR61592       4.40                4.00                
PavardeNR26082           VardasNR26082       4.40                4.40                
PavardeNR58405           VardasNR58405       4.40                4.80                
PavardeNR39688           VardasNR39688       4.40                4.40                
PavardeNR62658           VardasNR62658       4.40                4.40                
PavardeNR29373           VardasNR29373       4.40                4.40                
PavardeNR4548            VardasNR4548        4.40                4.40                
PavardeNR81331           VardasNR81331       4.40                4.80                
PavardeNR84181           VardasNR84181       4.40                4.00                
PavardeNR87415           VardasNR87415       4.40                4.40                
PavardeNR84186           VardasNR84186       4.40                4.40                
PavardeNR39750           VardasNR39750       4.40                4.40                
PavardeNR47879           VardasNR47879       4.40                4.00                
PavardeNR29448           VardasNR29448       4.40                4.40                
PavardeNR87355           VardasNR87355       4.40                4.40                
PavardeNR29529           VardasNR29529       4.40                4.40                
PavardeNR5644            VardasNR5644        4.40                4.00                
PavardeNR27624           VardasNR27624       4.40                4.80                
PavardeNR98292           VardasNR98292       4.40                4.40                
PavardeNR970             VardasNR970         4.40                4.00                
PavardeNR98286           VardasNR98286       4.40                4.40                
PavardeNR88803           VardasNR88803       4.40                4.00                
PavardeNR50980           VardasNR50980       4.40                4.00                
PavardeNR60415           VardasNR60415       4.40                4.00                
PavardeNR59796           VardasNR59796       4.40                4.00                
PavardeNR50941           VardasNR50941       4.40                4.00                
PavardeNR27692           VardasNR27692       4.40                4.40                
PavardeNR59723           VardasNR59723       4.40                4.00                
PavardeNR50805           VardasNR50805       4.40                4.40                
PavardeNR9099            VardasNR9099        4.40                3.60                
PavardeNR59667           VardasNR59667       4.40                5.20                
PavardeNR34730           VardasNR34730       4.40                4.00                
PavardeNR38094           VardasNR38094       4.40                4.40                
PavardeNR38021           VardasNR38021       4.40                4.40                
PavardeNR38010           VardasNR38010       4.40                4.80                
PavardeNR37992           VardasNR37992       4.40                4.80                
PavardeNR98634           VardasNR98634       4.40                4.40                
PavardeNR69972           VardasNR69972       4.40                4.40                
PavardeNR89583           VardasNR89583       4.40                4.40                
PavardeNR70451           VardasNR70451       4.40                4.00                
PavardeNR773             VardasNR773         4.40                4.40                
PavardeNR59618           VardasNR59618       4.40                4.80                
PavardeNR60629           VardasNR60629       4.40                4.80                
PavardeNR98656           VardasNR98656       4.40                4.40                
PavardeNR9487            VardasNR9487        4.40                4.40                
PavardeNR89631           VardasNR89631       4.40                4.40                
PavardeNR6162            VardasNR6162        4.40                4.40                
PavardeNR27884           VardasNR27884       4.40                4.00                
PavardeNR76237           VardasNR76237       4.40                4.00                
PavardeNR60015           VardasNR60015       4.40                4.00                
PavardeNR14631           VardasNR14631       4.40                4.00                
PavardeNR83122           VardasNR83122       4.40                4.40                
PavardeNR59983           VardasNR59983       4.40                4.00                
PavardeNR34873           VardasNR34873       4.40                4.80                
PavardeNR13211           VardasNR13211       4.40                4.40                
PavardeNR70286           VardasNR70286       4.40                4.40                
PavardeNR22507           VardasNR22507       4.40                4.40                
PavardeNR51478           VardasNR51478       4.40                4.40                
PavardeNR38203           VardasNR38203       4.40                4.40                
PavardeNR89108           VardasNR89108       4.40                4.80                
PavardeNR9287            VardasNR9287        4.40                4.80                
PavardeNR83027           VardasNR83027       4.40                4.00                
PavardeNR59905           VardasNR59905       4.40                3.60                
PavardeNR34933           VardasNR34933       4.40                3.60                
PavardeNR82674           VardasNR82674       4.40                4.00                
PavardeNR70158           VardasNR70158       4.40                4.00                
PavardeNR858             VardasNR858         4.40                4.00                
PavardeNR27521           VardasNR27521       4.40                4.00                
PavardeNR15030           VardasNR15030       4.40                4.40                
PavardeNR22312           VardasNR22312       4.40                4.00                
PavardeNR51778           VardasNR51778       4.40                4.40                
PavardeNR76271           VardasNR76271       4.40                4.40                
PavardeNR98329           VardasNR98329       4.40                4.80                
PavardeNR38143           VardasNR38143       4.40                4.40                
PavardeNR89310           VardasNR89310       4.40                4.00                
PavardeNR82884           VardasNR82884       4.40                4.40                
PavardeNR51098           VardasNR51098       4.40                4.00                
PavardeNR72871           VardasNR72871       4.40                4.00                
PavardeNR51858           VardasNR51858       4.40                4.40                
PavardeNR82857           VardasNR82857       4.40                4.40                
PavardeNR49726           VardasNR49726       4.40                4.40                
PavardeNR52552           VardasNR52552       4.40                4.00                
PavardeNR1130            VardasNR1130        4.40                4.40                
PavardeNR9685            VardasNR9685        4.40                3.60                
PavardeNR49924           VardasNR49924       4.40                4.40                
PavardeNR90099           VardasNR90099       4.40                4.00                
PavardeNR52579           VardasNR52579       4.40                4.40                
PavardeNR76600           VardasNR76600       4.40                4.40                
PavardeNR28257           VardasNR28257       4.40                3.60                
PavardeNR6353            VardasNR6353        4.40                4.00                
PavardeNR76610           VardasNR76610       4.40                4.40                
PavardeNR28286           VardasNR28286       4.40                4.00                
PavardeNR22920           VardasNR22920       4.40                4.40                
PavardeNR97922           VardasNR97922       4.40                4.00                
PavardeNR26730           VardasNR26730       4.40                4.00                
PavardeNR49745           VardasNR49745       4.40                4.80                
PavardeNR49959           VardasNR49959       4.40                4.40                
PavardeNR90255           VardasNR90255       4.40                4.80                
PavardeNR70618           VardasNR70618       4.40                4.80                
PavardeNR49633           VardasNR49633       4.40                4.40                
PavardeNR52770           VardasNR52770       4.40                4.40                
PavardeNR636             VardasNR636         4.40                4.00                
PavardeNR9811            VardasNR9811        4.40                4.00                
PavardeNR69508           VardasNR69508       4.40                4.40                
PavardeNR52824           VardasNR52824       4.40                4.40                
PavardeNR6458            VardasNR6458        4.40                4.80                
PavardeNR21604           VardasNR21604       4.40                4.00                
PavardeNR82100           VardasNR82100       4.40                4.40                
PavardeNR61550           VardasNR61550       4.40                4.40                
PavardeNR9840            VardasNR9840        4.40                4.80                
PavardeNR17008           VardasNR17008       4.40                4.00                
PavardeNR90470           VardasNR90470       4.40                5.20                
PavardeNR70502           VardasNR70502       4.40                4.80                
PavardeNR52221           VardasNR52221       4.40                4.00                
PavardeNR98703           VardasNR98703       4.40                4.40                
PavardeNR59553           VardasNR59553       4.40                4.40                
PavardeNR60735           VardasNR60735       4.40                4.40                
PavardeNR60741           VardasNR60741       4.40                4.80                
PavardeNR13051           VardasNR13051       4.40                4.40                
PavardeNR71848           VardasNR71848       4.40                4.00                
PavardeNR26940           VardasNR26940       4.40                4.40                
PavardeNR98133           VardasNR98133       4.40                4.80                
PavardeNR9012            VardasNR9012        4.40                4.40                
PavardeNR83572           VardasNR83572       4.40                4.00                
PavardeNR16443           VardasNR16443       4.40                4.40                
PavardeNR74277           VardasNR74277       4.40                4.40                
PavardeNR16823           VardasNR16823       4.40                3.60                
PavardeNR76510           VardasNR76510       4.40                4.40                
PavardeNR47912           VardasNR47912       4.40                4.80                
PavardeNR89816           VardasNR89816       4.40                4.00                
PavardeNR28022           VardasNR28022       4.40                4.00                
PavardeNR725             VardasNR725         4.40                5.20                
PavardeNR70503           VardasNR70503       4.40                5.20                
PavardeNR82537           VardasNR82537       4.40                4.80                
PavardeNR50282           VardasNR50282       4.40                4.40                
PavardeNR89868           VardasNR89868       4.40                4.80                
PavardeNR50228           VardasNR50228       4.40                4.00                
PavardeNR35127           VardasNR35127       4.40                4.40                
PavardeNR69705           VardasNR69705       4.40                4.80                
PavardeNR82450           VardasNR82450       4.40                4.00                
PavardeNR1122            VardasNR1122        4.40                3.20                
PavardeNR5375            VardasNR5375        4.40                4.40                
PavardeNR72951           VardasNR72951       4.40                4.80                
PavardeNR38867           VardasNR38867       4.40                4.40                
PavardeNR11276           VardasNR11276       4.40                3.60                
PavardeNR7257            VardasNR7257        4.40                4.00                
PavardeNR30760           VardasNR30760       4.40                4.40                
PavardeNR46242           VardasNR46242       4.40                4.80                
PavardeNR64070           VardasNR64070       4.40                4.40                
PavardeNR86621           VardasNR86621       4.40                4.40                
PavardeNR41380           VardasNR41380       4.40                4.40                
PavardeNR74074           VardasNR74074       4.40                4.40                
PavardeNR64125           VardasNR64125       4.40                4.40                
PavardeNR75198           VardasNR75198       4.40                4.00                
PavardeNR67886           VardasNR67886       4.40                4.80                
PavardeNR84830           VardasNR84830       4.40                4.40                
PavardeNR31290           VardasNR31290       4.40                4.40                
PavardeNR33558           VardasNR33558       4.40                4.00                
PavardeNR67702           VardasNR67702       4.40                4.00                
PavardeNR24209           VardasNR24209       4.40                4.40                
PavardeNR99522           VardasNR99522       4.40                4.00                
PavardeNR84900           VardasNR84900       4.40                4.00                
PavardeNR3456            VardasNR3456        4.40                4.00                
PavardeNR25337           VardasNR25337       4.40                5.20                
PavardeNR15843           VardasNR15843       4.40                4.40                
PavardeNR85973           VardasNR85973       4.40                4.80                
PavardeNR93179           VardasNR93179       4.40                4.40                
PavardeNR55645           VardasNR55645       4.40                3.60                
PavardeNR17776           VardasNR17776       4.40                4.00                
PavardeNR64526           VardasNR64526       4.40                4.40                
PavardeNR93561           VardasNR93561       4.40                4.40                
PavardeNR86716           VardasNR86716       4.40                4.40                
PavardeNR30275           VardasNR30275       4.40                4.80                
PavardeNR54741           VardasNR54741       4.40                4.00                
PavardeNR72170           VardasNR72170       4.40                4.80                
PavardeNR36277           VardasNR36277       4.40                4.40                
PavardeNR92693           VardasNR92693       4.40                4.40                
PavardeNR92700           VardasNR92700       4.40                4.00                
PavardeNR40633           VardasNR40633       4.40                4.40                
PavardeNR33540           VardasNR33540       4.40                4.80                
PavardeNR40641           VardasNR40641       4.40                3.60                
PavardeNR84746           VardasNR84746       4.40                4.00                
PavardeNR46338           VardasNR46338       4.40                4.80                
PavardeNR8290            VardasNR8290        4.40                4.00                
PavardeNR64012           VardasNR64012       4.40                4.40                
PavardeNR84763           VardasNR84763       4.40                4.00                
PavardeNR92776           VardasNR92776       4.40                4.80                
PavardeNR80394           VardasNR80394       4.40                4.40                
PavardeNR19715           VardasNR19715       4.40                4.80                
PavardeNR71345           VardasNR71345       4.40                4.40                
PavardeNR31108           VardasNR31108       4.40                4.00                
PavardeNR15777           VardasNR15777       4.40                4.00                
PavardeNR14116           VardasNR14116       4.40                4.00                
PavardeNR15684           VardasNR15684       4.40                4.80                
PavardeNR85310           VardasNR85310       4.40                4.40                
PavardeNR74510           VardasNR74510       4.40                4.80                
PavardeNR85225           VardasNR85225       4.40                4.80                
PavardeNR65054           VardasNR65054       4.40                4.00                
PavardeNR56830           VardasNR56830       4.40                4.80                
PavardeNR24288           VardasNR24288       4.40                4.80                
PavardeNR64365           VardasNR64365       4.40                4.00                
PavardeNR55341           VardasNR55341       4.40                5.20                
PavardeNR41284           VardasNR41284       4.40                4.40                
PavardeNR97191           VardasNR97191       4.40                4.40                
PavardeNR35968           VardasNR35968       4.40                4.40                
PavardeNR8132            VardasNR8132        4.40                4.40                
PavardeNR55812           VardasNR55812       4.40                4.40                
PavardeNR56925           VardasNR56925       4.40                4.40                
PavardeNR64917           VardasNR64917       4.40                4.40                
PavardeNR35953           VardasNR35953       4.40                4.40                
PavardeNR45816           VardasNR45816       4.40                4.00                
PavardeNR86084           VardasNR86084       4.40                4.40                
PavardeNR1818            VardasNR1818        4.40                4.40                
PavardeNR44984           VardasNR44984       4.40                4.80                
PavardeNR96355           VardasNR96355       4.40                4.40                
PavardeNR86533           VardasNR86533       4.40                4.80                
PavardeNR30500           VardasNR30500       4.40                4.00                
PavardeNR73694           VardasNR73694       4.40                4.00                
PavardeNR67756           VardasNR67756       4.40                4.80                
PavardeNR41313           VardasNR41313       4.40                4.00                
PavardeNR79817           VardasNR79817       4.40                4.80                
PavardeNR40793           VardasNR40793       4.40                4.80                
PavardeNR45992           VardasNR45992       4.40                4.40                
PavardeNR12313           VardasNR12313       4.40                4.40                
PavardeNR33630           VardasNR33630       4.40                4.40                
PavardeNR93036           VardasNR93036       4.40                4.40                
PavardeNR20006           VardasNR20006       4.40                4.00                
PavardeNR80178           VardasNR80178       4.40                4.00                
PavardeNR57352           VardasNR57352       4.40                4.00                
PavardeNR44993           VardasNR44993       4.40                4.80                
PavardeNR3771            VardasNR3771        4.40                4.00                
PavardeNR55891           VardasNR55891       4.40                4.40                
PavardeNR35821           VardasNR35821       4.40                3.60                
PavardeNR8190            VardasNR8190        4.40                4.80                
PavardeNR75024           VardasNR75024       4.40                4.00                
PavardeNR36207           VardasNR36207       4.40                4.40                
PavardeNR13601           VardasNR13601       4.40                3.60                
PavardeNR7499            VardasNR7499        4.40                4.40                
PavardeNR14846           VardasNR14846       4.40                4.40                
PavardeNR17514           VardasNR17514       4.40                4.40                
PavardeNR57953           VardasNR57953       4.40                4.40                
PavardeNR46859           VardasNR46859       4.40                4.40                
PavardeNR35647           VardasNR35647       4.40                4.80                
PavardeNR45533           VardasNR45533       4.40                4.40                
PavardeNR71954           VardasNR71954       4.40                4.40                
PavardeNR71236           VardasNR71236       4.40                4.80                
PavardeNR63597           VardasNR63597       4.40                4.00                
PavardeNR11376           VardasNR11376       4.40                4.40                
PavardeNR30066           VardasNR30066       4.40                4.80                
PavardeNR13795           VardasNR13795       4.40                4.00                
PavardeNR79957           VardasNR79957       4.40                4.00                
PavardeNR11356           VardasNR11356       4.40                4.40                
PavardeNR63610           VardasNR63610       4.40                4.00                
PavardeNR7761            VardasNR7761        4.40                4.00                
PavardeNR80516           VardasNR80516       4.40                4.80                
PavardeNR85449           VardasNR85449       4.40                3.60                
PavardeNR2066            VardasNR2066        4.40                4.40                
PavardeNR72185           VardasNR72185       4.40                4.80                
PavardeNR41057           VardasNR41057       4.40                4.00                
PavardeNR11423           VardasNR11423       4.40                4.40                
PavardeNR85585           VardasNR85585       4.40                4.80                
PavardeNR25745           VardasNR25745       4.40                4.40                
PavardeNR75444           VardasNR75444       4.40                4.00                
PavardeNR97189           VardasNR97189       4.40                4.40                
PavardeNR79299           VardasNR79299       4.40                4.40                
PavardeNR24528           VardasNR24528       4.40                4.40                
PavardeNR31501           VardasNR31501       4.40                3.60                
PavardeNR31492           VardasNR31492       4.40                4.40                
PavardeNR79323           VardasNR79323       4.40                4.40                
PavardeNR77221           VardasNR77221       4.40                3.60                
PavardeNR64608           VardasNR64608       4.40                4.00                
PavardeNR93463           VardasNR93463       4.40                3.60                
PavardeNR25050           VardasNR25050       4.40                4.40                
PavardeNR47094           VardasNR47094       4.40                4.40                
PavardeNR63447           VardasNR63447       4.40                4.40                
PavardeNR68527           VardasNR68527       4.40                4.40                
PavardeNR63484           VardasNR63484       4.40                4.00                
PavardeNR17509           VardasNR17509       4.40                4.40                
PavardeNR24602           VardasNR24602       4.40                4.80                
PavardeNR16035           VardasNR16035       4.40                4.00                
PavardeNR17512           VardasNR17512       4.40                4.80                
PavardeNR36036           VardasNR36036       4.40                4.40                
PavardeNR30149           VardasNR30149       4.40                4.00                
PavardeNR80644           VardasNR80644       4.40                3.60                
PavardeNR64553           VardasNR64553       4.40                4.40                
PavardeNR7716            VardasNR7716        4.40                4.40                
PavardeNR80620           VardasNR80620       4.40                4.40                
PavardeNR57713           VardasNR57713       4.40                3.60                
PavardeNR92433           VardasNR92433       4.40                4.80                
PavardeNR73400           VardasNR73400       4.40                4.80                
PavardeNR57702           VardasNR57702       4.40                4.00                
PavardeNR18007           VardasNR18007       4.40                4.00                
PavardeNR96288           VardasNR96288       4.40                4.40                
PavardeNR85177           VardasNR85177       4.40                4.40                
PavardeNR25531           VardasNR25531       4.40                4.80                
PavardeNR14347           VardasNR14347       4.40                3.60                
PavardeNR14348           VardasNR14348       4.40                5.20                
PavardeNR80588           VardasNR80588       4.40                4.40                
PavardeNR36262           VardasNR36262       4.40                4.00                
PavardeNR56676           VardasNR56676       4.40                4.80                
PavardeNR93995           VardasNR93995       4.40                4.00                
PavardeNR15970           VardasNR15970       4.40                4.00                
PavardeNR40560           VardasNR40560       4.40                4.40                
PavardeNR33646           VardasNR33646       4.40                3.60                
PavardeNR93309           VardasNR93309       4.40                4.40                
PavardeNR94115           VardasNR94115       4.40                4.00                
PavardeNR23710           VardasNR23710       4.40                4.40                
PavardeNR25055           VardasNR25055       4.40                4.80                
PavardeNR19838           VardasNR19838       4.40                4.40                
PavardeNR36222           VardasNR36222       4.40                4.40                
PavardeNR13890           VardasNR13890       4.40                4.00                
PavardeNR86161           VardasNR86161       4.40                4.00                
PavardeNR36234           VardasNR36234       4.40                4.00                
PavardeNR7142            VardasNR7142        4.40                4.40                
PavardeNR24719           VardasNR24719       4.40                4.00                
PavardeNR97064           VardasNR97064       4.40                4.40                
PavardeNR63660           VardasNR63660       4.40                4.40                
PavardeNR65330           VardasNR65330       4.40                3.60                
PavardeNR4075            VardasNR4075        4.40                4.40                
PavardeNR23762           VardasNR23762       4.40                4.40                
PavardeNR57042           VardasNR57042       4.43                4.20                
PavardeNR83603           VardasNR83603       4.43                4.60                
PavardeNR99729           VardasNR99729       4.43                5.00                
PavardeNR24954           VardasNR24954       4.43                5.40                
PavardeNR16410           VardasNR16410       4.43                4.60                
PavardeNR56951           VardasNR56951       4.43                4.60                
PavardeNR25010           VardasNR25010       4.43                5.00                
PavardeNR52904           VardasNR52904       4.43                4.60                
PavardeNR37880           VardasNR37880       4.43                4.20                
PavardeNR83584           VardasNR83584       4.43                4.20                
PavardeNR52302           VardasNR52302       4.43                4.60                
PavardeNR85184           VardasNR85184       4.43                4.60                
PavardeNR88479           VardasNR88479       4.43                4.20                
PavardeNR83581           VardasNR83581       4.43                5.00                
PavardeNR88368           VardasNR88368       4.43                3.80                
PavardeNR16565           VardasNR16565       4.43                4.20                
PavardeNR6052            VardasNR6052        4.43                4.60                
PavardeNR66402           VardasNR66402       4.43                4.60                
PavardeNR71799           VardasNR71799       4.43                4.60                
PavardeNR840             VardasNR840         4.43                4.20                
PavardeNR43029           VardasNR43029       4.43                5.00                
PavardeNR76138           VardasNR76138       4.43                3.80                
PavardeNR99889           VardasNR99889       4.43                4.20                
PavardeNR56593           VardasNR56593       4.43                4.20                
PavardeNR22550           VardasNR22550       4.43                5.40                
PavardeNR15749           VardasNR15749       4.43                4.20                
