Pavarde                  Vardas              Galutinis (Vid.)    Galutinis (Med.)    
PavardeNR2262            VardasNR2262        8.63                8.80                
PavardeNR42580           VardasNR42580       8.63                9.20                
PavardeNR98086           VardasNR98086       8.63                9.20                
PavardeNR2355            VardasNR2355        8.63                8.40                
PavardeNR41862           VardasNR41862       8.63                8.80                
PavardeNR81405           VardasNR81405       8.63                8.40                
PavardeNR38544           VardasNR38544       8.63                8.80                
PavardeNR23358           VardasNR23358       8.63                8.40                
PavardeNR32515           VardasNR32515       8.63                8.80                
PavardeNR95699           VardasNR95699       8.63                9.20                
PavardeNR556             VardasNR556         8.63                9.20                
PavardeNR2332            VardasNR2332        8.63                8.40                
PavardeNR17395           VardasNR17395       8.63                8.40                
PavardeNR30169           VardasNR30169       8.63                9.60                
PavardeNR94806           VardasNR94806       8.63                8.00                
PavardeNR4966            VardasNR4966        8.63                8.80                
PavardeNR83172           VardasNR83172       8.63                8.00                
PavardeNR1031            VardasNR1031        8.63                8.80                
PavardeNR60404           VardasNR60404       8.63                9.20                
PavardeNR58796           VardasNR58796       8.63                8.80                
PavardeNR35795           VardasNR35795       8.63                8.40                
PavardeNR54022           VardasNR54022       8.63                9.60                
PavardeNR19480           VardasNR19480       8.63                9.60                
PavardeNR46128           VardasNR46128       8.63                9.20                
PavardeNR38440           VardasNR38440       8.63                9.20                
PavardeNR80814           VardasNR80814       8.63                8.40                
PavardeNR7455            VardasNR7455        8.63                9.20                
PavardeNR3357            VardasNR3357        8.63                8.80                
PavardeNR39231           VardasNR39231       8.63                9.20                
PavardeNR86981           VardasNR86981       8.63                9.20                
PavardeNR48313           VardasNR48313       8.63                9.20                
PavardeNR90678           VardasNR90678       8.63                8.80                
PavardeNR35859           VardasNR35859       8.63                8.80                
PavardeNR4996            VardasNR4996        8.63                8.80                
PavardeNR27848           VardasNR27848       8.63                8.40                
PavardeNR20524           VardasNR20524       8.63                9.20                
PavardeNR10532           VardasNR10532       8.63                8.80                
PavardeNR11856           VardasNR11856       8.63                9.20                
PavardeNR34364           VardasNR34364       8.63                8.40                
PavardeNR95657           VardasNR95657       8.63                8.80                
PavardeNR7938            VardasNR7938        8.63                9.60                
PavardeNR50660           VardasNR50660       8.63                8.80                
PavardeNR54118           VardasNR54118       8.63                8.80                
PavardeNR38809           VardasNR38809       8.63                8.40                
PavardeNR36047           VardasNR36047       8.63                9.20                
PavardeNR34660           VardasNR34660       8.63                8.40                
PavardeNR51157           VardasNR51157       8.63                9.60                
PavardeNR88598           VardasNR88598       8.63                8.80                
PavardeNR90812           VardasNR90812       8.63                8.80                
PavardeNR15894           VardasNR15894       8.63                8.80                
PavardeNR54637           VardasNR54637       8.63                8.40                
PavardeNR25545           VardasNR25545       8.63                9.20                
PavardeNR38890           VardasNR38890       8.63                8.40                
PavardeNR78021           VardasNR78021       8.63                9.20                
PavardeNR15869           VardasNR15869       8.63                8.80                
PavardeNR15788           VardasNR15788       8.63                8.80                
PavardeNR81235           VardasNR81235       8.63                9.20                
PavardeNR77785           VardasNR77785       8.63                8.80                
PavardeNR77824           VardasNR77824       8.63                8.80                
PavardeNR36166           VardasNR36166       8.63                9.60                
PavardeNR38743           VardasNR38743       8.63                8.40                
PavardeNR10355           VardasNR10355       8.63                8.80                
PavardeNR57273           VardasNR57273       8.63                8.40                
PavardeNR57297           VardasNR57297       8.63                8.80                
PavardeNR22272           VardasNR22272       8.63                8.80                
PavardeNR88622           VardasNR88622       8.63                8.40                
PavardeNR50975           VardasNR50975       8.63                9.20                
PavardeNR60034           VardasNR60034       8.63                9.20                
PavardeNR12201           VardasNR12201       8.63                8.80                
PavardeNR2792            VardasNR2792        8.63                8.80                
PavardeNR22252           VardasNR22252       8.63                8.40                
PavardeNR21048           VardasNR21048       8.63                8.40                
PavardeNR85678           VardasNR85678       8.63                8.80                
PavardeNR38570           VardasNR38570       8.63                9.20                
PavardeNR32826           VardasNR32826       8.63                8.80                
PavardeNR29170           VardasNR29170       8.63                8.40                
PavardeNR12008           VardasNR12008       8.63                8.80                
PavardeNR77712           VardasNR77712       8.63                8.40                
PavardeNR22674           VardasNR22674       8.63                8.80                
PavardeNR20666           VardasNR20666       8.63                9.60                
PavardeNR59674           VardasNR59674       8.63                8.40                
PavardeNR39033           VardasNR39033       8.63                9.20                
PavardeNR87681           VardasNR87681       8.63                9.20                
PavardeNR81376           VardasNR81376       8.63                8.80                
PavardeNR13194           VardasNR13194       8.63                9.20                
PavardeNR87119           VardasNR87119       8.63                8.80                
PavardeNR51269           VardasNR51269       8.63                8.40                
PavardeNR71823           VardasNR71823       8.63                9.20                
PavardeNR42037           VardasNR42037       8.63                8.40                
PavardeNR81349           VardasNR81349       8.63                8.40                
PavardeNR34485           VardasNR34485       8.63                8.80                
PavardeNR89971           VardasNR89971       8.63                9.20                
PavardeNR46592           VardasNR46592       8.63                8.80                
PavardeNR34493           VardasNR34493       8.63                8.80                
PavardeNR69287           VardasNR69287       8.63                8.80                
PavardeNR90855           VardasNR90855       8.63                8.00                
PavardeNR42423           VardasNR42423       8.63                8.80                
PavardeNR94671           VardasNR94671       8.63                8.40                
PavardeNR68426           VardasNR68426       8.63                8.40                
PavardeNR30529           VardasNR30529       8.63                8.80                
PavardeNR93016           VardasNR93016       8.63                9.20                
PavardeNR62386           VardasNR62386       8.63                8.80                
PavardeNR19530           VardasNR19530       8.63                9.20                
PavardeNR42815           VardasNR42815       8.63                8.80                
PavardeNR96620           VardasNR96620       8.63                9.20                
PavardeNR46892           VardasNR46892       8.63                9.20                
PavardeNR88903           VardasNR88903       8.63                9.20                
PavardeNR23954           VardasNR23954       8.63                8.40                
PavardeNR55073           VardasNR55073       8.63                8.80                
PavardeNR39378           VardasNR39378       8.63                8.80                
PavardeNR60955           VardasNR60955       8.63                8.80                
PavardeNR81623           VardasNR81623       8.63                8.40                
PavardeNR4715            VardasNR4715        8.63                9.20                
PavardeNR48133           VardasNR48133       8.63                8.80                
PavardeNR69515           VardasNR69515       8.63                8.40                
PavardeNR92139           VardasNR92139       8.63                9.20                
PavardeNR27095           VardasNR27095       8.63                8.80                
PavardeNR85318           VardasNR85318       8.63                8.40                
PavardeNR34887           VardasNR34887       8.63                8.80                
PavardeNR65043           VardasNR65043       8.63                8.80                
PavardeNR87589           VardasNR87589       8.63                8.80                
PavardeNR15489           VardasNR15489       8.63                8.80                
PavardeNR34900           VardasNR34900       8.63                8.00                
PavardeNR84674           VardasNR84674       8.63                8.80                
PavardeNR49183           VardasNR49183       8.63                8.40                
PavardeNR17617           VardasNR17617       8.63                9.60                
PavardeNR27943           VardasNR27943       8.63                9.20                
PavardeNR16227           VardasNR16227       8.63                9.20                
PavardeNR27878           VardasNR27878       8.63                8.80                
PavardeNR93039           VardasNR93039       8.63                8.80                
PavardeNR5566            VardasNR5566        8.63                8.40                
PavardeNR80619           VardasNR80619       8.63                8.80                
PavardeNR78822           VardasNR78822       8.63                8.40                
PavardeNR27936           VardasNR27936       8.63                8.80                
PavardeNR65044           VardasNR65044       8.63                8.80                
PavardeNR46908           VardasNR46908       8.63                8.80                
PavardeNR17652           VardasNR17652       8.63                8.80                
PavardeNR13286           VardasNR13286       8.63                8.40                
PavardeNR49254           VardasNR49254       8.63                8.80                
PavardeNR44137           VardasNR44137       8.63                8.80                
PavardeNR91816           VardasNR91816       8.63                8.40                
PavardeNR56617           VardasNR56617       8.63                8.80                
PavardeNR85241           VardasNR85241       8.63                9.20                
PavardeNR83743           VardasNR83743       8.63                8.40                
PavardeNR20430           VardasNR20430       8.63                8.80                
PavardeNR57730           VardasNR57730       8.63                9.60                
PavardeNR13348           VardasNR13348       8.63                8.80                
PavardeNR66084           VardasNR66084       8.63                9.20                
PavardeNR30508           VardasNR30508       8.63                9.20                
PavardeNR33258           VardasNR33258       8.63                8.80                
PavardeNR24425           VardasNR24425       8.63                8.80                
PavardeNR50529           VardasNR50529       8.63                9.20                
PavardeNR95644           VardasNR95644       8.66                8.60                
PavardeNR22801           VardasNR22801       8.66                8.60                
PavardeNR15831           VardasNR15831       8.66                9.00                
PavardeNR59128           VardasNR59128       8.66                9.00                
PavardeNR72261           VardasNR72261       8.66                9.00                
PavardeNR22113           VardasNR22113       8.66                9.00                
PavardeNR10423           VardasNR10423       8.66                9.00                
PavardeNR32190           VardasNR32190       8.66                9.00                
PavardeNR52388           VardasNR52388       8.66                9.00                
PavardeNR93211           VardasNR93211       8.66                9.40                
PavardeNR10690           VardasNR10690       8.66                8.60                
PavardeNR303             VardasNR303         8.66                9.00                
PavardeNR9704            VardasNR9704        8.66                8.60                
PavardeNR47646           VardasNR47646       8.66                9.40                
PavardeNR42594           VardasNR42594       8.66                9.00                
PavardeNR90584           VardasNR90584       8.66                9.00                
PavardeNR62158           VardasNR62158       8.66                9.00                
PavardeNR37654           VardasNR37654       8.66                9.00                
PavardeNR60148           VardasNR60148       8.66                8.60                
PavardeNR38134           VardasNR38134       8.66                9.00                
PavardeNR90131           VardasNR90131       8.69                8.40                
PavardeNR43643           VardasNR43643       8.69                8.80                
PavardeNR75580           VardasNR75580       8.69                9.20                
PavardeNR21458           VardasNR21458       8.69                8.40                
PavardeNR16320           VardasNR16320       8.69                8.40                
PavardeNR84518           VardasNR84518       8.69                8.40                
PavardeNR86436           VardasNR86436       8.69                9.20                
PavardeNR53692           VardasNR53692       8.69                8.80                
PavardeNR97097           VardasNR97097       8.69                8.80                
PavardeNR65626           VardasNR65626       8.69                8.40                
PavardeNR97079           VardasNR97079       8.69                9.20                
PavardeNR98843           VardasNR98843       8.69                9.20                
PavardeNR62375           VardasNR62375       8.69                8.80                
PavardeNR93471           VardasNR93471       8.69                8.40                
PavardeNR38733           VardasNR38733       8.69                8.40                
PavardeNR84524           VardasNR84524       8.69                8.80                
PavardeNR1424            VardasNR1424        8.69                8.40                
PavardeNR81303           VardasNR81303       8.69                8.40                
PavardeNR55677           VardasNR55677       8.69                9.20                
PavardeNR47670           VardasNR47670       8.69                8.80                
PavardeNR6422            VardasNR6422        8.69                9.20                
PavardeNR93732           VardasNR93732       8.69                8.80                
PavardeNR66429           VardasNR66429       8.69                8.80                
PavardeNR61663           VardasNR61663       8.69                8.80                
PavardeNR7389            VardasNR7389        8.69                8.40                
PavardeNR34586           VardasNR34586       8.69                8.80                
PavardeNR57660           VardasNR57660       8.69                9.20                
PavardeNR13184           VardasNR13184       8.69                9.20                
PavardeNR95556           VardasNR95556       8.69                8.80                
PavardeNR21180           VardasNR21180       8.69                8.80                
PavardeNR49620           VardasNR49620       8.69                8.80                
PavardeNR81247           VardasNR81247       8.69                9.20                
PavardeNR54501           VardasNR54501       8.69                8.80                
PavardeNR38128           VardasNR38128       8.69                9.20                
PavardeNR1412            VardasNR1412        8.69                8.40                
PavardeNR76168           VardasNR76168       8.69                9.20                
PavardeNR10396           VardasNR10396       8.69                8.00                
PavardeNR71665           VardasNR71665       8.69                8.40                
PavardeNR38899           VardasNR38899       8.69                8.40                
PavardeNR29392           VardasNR29392       8.69                8.40                
PavardeNR15715           VardasNR15715       8.69                8.80                
PavardeNR72535           VardasNR72535       8.69                9.20                
PavardeNR19270           VardasNR19270       8.69                9.20                
PavardeNR19769           VardasNR19769       8.69                9.20                
PavardeNR81850           VardasNR81850       8.69                8.80                
PavardeNR53049           VardasNR53049       8.69                8.80                
PavardeNR99503           VardasNR99503       8.69                9.20                
PavardeNR6754            VardasNR6754        8.69                8.80                
PavardeNR26062           VardasNR26062       8.69                8.00                
PavardeNR65513           VardasNR65513       8.69                8.80                
PavardeNR48408           VardasNR48408       8.69                8.80                
PavardeNR3430            VardasNR3430        8.69                8.40                
PavardeNR80542           VardasNR80542       8.69                8.40                
PavardeNR70510           VardasNR70510       8.69                9.60                
PavardeNR89890           VardasNR89890       8.69                8.80                
PavardeNR90125           VardasNR90125       8.69                8.80                
PavardeNR75347           VardasNR75347       8.69                8.80                
PavardeNR13405           VardasNR13405       8.69                8.80                
PavardeNR87642           VardasNR87642       8.69                8.40                
PavardeNR80322           VardasNR80322       8.69                8.80                
PavardeNR88127           VardasNR88127       8.69                8.40                
PavardeNR49111           VardasNR49111       8.69                9.20                
PavardeNR49497           VardasNR49497       8.69                8.80                
PavardeNR19646           VardasNR19646       8.69                8.40                
PavardeNR48138           VardasNR48138       8.69                8.40                
PavardeNR70628           VardasNR70628       8.69                8.80                
PavardeNR93424           VardasNR93424       8.69                8.80                
PavardeNR39844           VardasNR39844       8.69                8.40                
PavardeNR59830           VardasNR59830       8.69                8.80                
PavardeNR80860           VardasNR80860       8.69                9.20                
PavardeNR96001           VardasNR96001       8.69                9.20                
PavardeNR25834           VardasNR25834       8.69                8.80                
PavardeNR25812           VardasNR25812       8.69                8.40                
PavardeNR5276            VardasNR5276        8.69                9.20                
PavardeNR54200           VardasNR54200       8.69                8.80                
PavardeNR59646           VardasNR59646       8.69                8.80                
PavardeNR91693           VardasNR91693       8.69                9.20                
PavardeNR86611           VardasNR86611       8.69                9.20                
PavardeNR38397           VardasNR38397       8.69                9.20                
PavardeNR16374           VardasNR16374       8.69                8.80                
PavardeNR5670            VardasNR5670        8.69                8.80                
PavardeNR10840           VardasNR10840       8.69                9.60                
PavardeNR47858           VardasNR47858       8.69                9.20                
PavardeNR44918           VardasNR44918       8.69                8.40                
PavardeNR37955           VardasNR37955       8.69                8.80                
PavardeNR26255           VardasNR26255       8.69                9.60                
PavardeNR53340           VardasNR53340       8.69                8.80                
PavardeNR66739           VardasNR66739       8.69                8.80                
PavardeNR728             VardasNR728         8.69                9.20                
PavardeNR16366           VardasNR16366       8.69                9.20                
PavardeNR54898           VardasNR54898       8.69                8.40                
PavardeNR54876           VardasNR54876       8.69                9.20                
PavardeNR29273           VardasNR29273       8.69                9.60                
PavardeNR26237           VardasNR26237       8.69                9.20                
PavardeNR44293           VardasNR44293       8.69                9.20                
PavardeNR93370           VardasNR93370       8.69                8.80                
PavardeNR37792           VardasNR37792       8.69                9.20                
PavardeNR47885           VardasNR47885       8.69                8.80                
PavardeNR76048           VardasNR76048       8.69                9.20                
PavardeNR697             VardasNR697         8.69                9.20                
PavardeNR55134           VardasNR55134       8.69                8.80                
PavardeNR84822           VardasNR84822       8.69                8.80                
PavardeNR48085           VardasNR48085       8.69                8.40                
PavardeNR13610           VardasNR13610       8.69                9.20                
PavardeNR34225           VardasNR34225       8.69                8.40                
PavardeNR53836           VardasNR53836       8.69                8.80                
PavardeNR91773           VardasNR91773       8.69                8.80                
PavardeNR64979           VardasNR64979       8.69                9.60                
PavardeNR75663           VardasNR75663       8.69                8.80                
PavardeNR25088           VardasNR25088       8.69                9.20                
PavardeNR28574           VardasNR28574       8.69                9.20                
PavardeNR81337           VardasNR81337       8.69                8.40                
PavardeNR8390            VardasNR8390        8.69                8.80                
PavardeNR65712           VardasNR65712       8.69                8.80                
PavardeNR89850           VardasNR89850       8.69                8.80                
PavardeNR13462           VardasNR13462       8.69                9.20                
PavardeNR62333           VardasNR62333       8.69                9.20                
PavardeNR10934           VardasNR10934       8.69                9.20                
PavardeNR34716           VardasNR34716       8.69                8.80                
PavardeNR99202           VardasNR99202       8.69                8.80                
PavardeNR16352           VardasNR16352       8.69                9.20                
PavardeNR44982           VardasNR44982       8.69                8.40                
PavardeNR65832           VardasNR65832       8.69                8.80                
PavardeNR31247           VardasNR31247       8.69                8.80                
PavardeNR89409           VardasNR89409       8.69                9.60                
PavardeNR99431           VardasNR99431       8.69                8.80                
PavardeNR384             VardasNR384         8.69                8.80                
PavardeNR65782           VardasNR65782       8.69                8.80                
PavardeNR38566           VardasNR38566       8.69                8.80                
PavardeNR40010           VardasNR40010       8.69                9.20                
PavardeNR84255           VardasNR84255       8.69                9.20                
PavardeNR18719           VardasNR18719       8.69                9.20                
PavardeNR84723           VardasNR84723       8.69                8.80                
PavardeNR69675           VardasNR69675       8.69                9.20                
PavardeNR69777           VardasNR69777       8.69                8.80                
PavardeNR41203           VardasNR41203       8.69                8.80                
PavardeNR27046           VardasNR27046       8.69                8.80                
PavardeNR36842           VardasNR36842       8.69                8.80                
PavardeNR35654           VardasNR35654       8.69                8.80                
PavardeNR77214           VardasNR77214       8.69                8.40                
PavardeNR17678           VardasNR17678       8.69                9.20                
PavardeNR98290           VardasNR98290       8.69                8.80                
PavardeNR17669           VardasNR17669       8.69                8.40                
PavardeNR35670           VardasNR35670       8.69                8.40                
PavardeNR6268            VardasNR6268        8.69                9.60                
PavardeNR12547           VardasNR12547       8.69                9.20                
PavardeNR1285            VardasNR1285        8.69                9.20                
PavardeNR90891           VardasNR90891       8.69                9.20                
PavardeNR78976           VardasNR78976       8.69                9.20                
PavardeNR27133           VardasNR27133       8.69                8.40                
PavardeNR98247           VardasNR98247       8.69                8.80                
PavardeNR82890           VardasNR82890       8.69                8.40                
PavardeNR78763           VardasNR78763       8.69                9.60                
PavardeNR90608           VardasNR90608       8.69                8.00                
PavardeNR78721           VardasNR78721       8.69                9.60                
PavardeNR68474           VardasNR68474       8.69                8.80                
PavardeNR57417           VardasNR57417       8.69                8.80                
PavardeNR94682           VardasNR94682       8.69                8.80                
PavardeNR56587           VardasNR56587       8.69                9.60                
PavardeNR78655           VardasNR78655       8.69                9.20                
PavardeNR90627           VardasNR90627       8.69                8.80                
PavardeNR58667           VardasNR58667       8.69                9.20                
PavardeNR24409           VardasNR24409       8.69                9.20                
PavardeNR63973           VardasNR63973       8.69                8.40                
PavardeNR3988            VardasNR3988        8.69                8.80                
PavardeNR79377           VardasNR79377       8.69                9.20                
PavardeNR29768           VardasNR29768       8.69                8.80                
PavardeNR95273           VardasNR95273       8.69                8.80                
PavardeNR85100           VardasNR85100       8.69                8.80                
PavardeNR26847           VardasNR26847       8.69                9.20                
PavardeNR89126           VardasNR89126       8.69                9.20                
PavardeNR67855           VardasNR67855       8.69                9.60                
PavardeNR43207           VardasNR43207       8.69                8.80                
PavardeNR40886           VardasNR40886       8.69                9.20                
PavardeNR4324            VardasNR4324        8.69                8.80                
PavardeNR50157           VardasNR50157       8.69                8.80                
PavardeNR16762           VardasNR16762       8.69                8.80                
PavardeNR69930           VardasNR69930       8.69                8.40                
PavardeNR83048           VardasNR83048       8.69                9.20                
PavardeNR92156           VardasNR92156       8.69                9.20                
PavardeNR37048           VardasNR37048       8.69                8.80                
PavardeNR63883           VardasNR63883       8.69                9.20                
PavardeNR82729           VardasNR82729       8.69                9.20                
PavardeNR83836           VardasNR83836       8.69                9.20                
PavardeNR5934            VardasNR5934        8.69                8.80                
PavardeNR85187           VardasNR85187       8.69                9.20                
PavardeNR97648           VardasNR97648       8.69                8.40                
PavardeNR9449            VardasNR9449        8.69                8.80                
PavardeNR99730           VardasNR99730       8.69                8.80                
PavardeNR2623            VardasNR2623        8.69                9.60                
PavardeNR96278           VardasNR96278       8.69                8.80                
PavardeNR28026           VardasNR28026       8.69                8.40                
PavardeNR97893           VardasNR97893       8.69                9.20                
PavardeNR42008           VardasNR42008       8.69                8.80                
PavardeNR20671           VardasNR20671       8.69                9.20                
PavardeNR63116           VardasNR63116       8.69                8.40                
PavardeNR46369           VardasNR46369       8.69                8.40                
PavardeNR58732           VardasNR58732       8.69                8.40                
PavardeNR42460           VardasNR42460       8.69                8.80                
PavardeNR51195           VardasNR51195       8.69                8.80                
PavardeNR85539           VardasNR85539       8.69                8.80                
PavardeNR85542           VardasNR85542       8.69                9.20                
PavardeNR46555           VardasNR46555       8.69                8.80                
PavardeNR36216           VardasNR36216       8.69                8.80                
PavardeNR24091           VardasNR24091       8.69                9.20                
PavardeNR42157           VardasNR42157       8.69                8.40                
PavardeNR99967           VardasNR99967       8.69                8.80                
PavardeNR12307           VardasNR12307       8.69                8.80                
PavardeNR73778           VardasNR73778       8.69                8.80                
PavardeNR32727           VardasNR32727       8.69                9.20                
PavardeNR32717           VardasNR32717       8.69                8.80                
PavardeNR88674           VardasNR88674       8.69                8.80                
PavardeNR92831           VardasNR92831       8.69                8.80                
PavardeNR46499           VardasNR46499       8.69                9.20                
PavardeNR17148           VardasNR17148       8.69                9.60                
PavardeNR77934           VardasNR77934       8.69                8.00                
PavardeNR32614           VardasNR32614       8.69                8.40                
PavardeNR85588           VardasNR85588       8.69                9.20                
PavardeNR51103           VardasNR51103       8.69                8.40                
PavardeNR62969           VardasNR62969       8.69                9.20                
PavardeNR46479           VardasNR46479       8.69                8.80                
PavardeNR51023           VardasNR51023       8.69                8.80                
PavardeNR23561           VardasNR23561       8.69                8.80                
PavardeNR42731           VardasNR42731       8.69                9.20                
PavardeNR32407           VardasNR32407       8.69                10.00               
PavardeNR27863           VardasNR27863       8.69                8.40                
PavardeNR36610           VardasNR36610       8.69                8.80                
PavardeNR51624           VardasNR51624       8.69                8.80                
PavardeNR96362           VardasNR96362       8.69                8.80                
PavardeNR56714           VardasNR56714       8.69                9.60                
PavardeNR73340           VardasNR73340       8.69                9.20                
PavardeNR50607           VardasNR50607       8.69                9.20                
PavardeNR78494           VardasNR78494       8.69                9.20                
PavardeNR96386           VardasNR96386       8.69                8.80                
PavardeNR83197           VardasNR83197       8.69                8.80                
PavardeNR60699           VardasNR60699       8.69                9.20                
PavardeNR99870           VardasNR99870       8.69                8.80                
PavardeNR74774           VardasNR74774       8.69                8.40                
PavardeNR60068           VardasNR60068       8.69                9.60                
PavardeNR83669           VardasNR83669       8.69                8.80                
PavardeNR90723           VardasNR90723       8.69                8.80                
PavardeNR77663           VardasNR77663       8.69                9.20                
PavardeNR62884           VardasNR62884       8.69                8.80                
PavardeNR32509           VardasNR32509       8.69                9.20                
PavardeNR27458           VardasNR27458       8.69                8.80                
PavardeNR27760           VardasNR27760       8.69                8.80                
PavardeNR24240           VardasNR24240       8.69                9.20                
PavardeNR30368           VardasNR30368       8.69                8.40                
PavardeNR88568           VardasNR88568       8.69                8.80                
PavardeNR14476           VardasNR14476       8.69                8.40                
PavardeNR62109           VardasNR62109       8.69                8.80                
PavardeNR40458           VardasNR40458       8.69                8.40                
PavardeNR82264           VardasNR82264       8.69                8.80                
PavardeNR7190            VardasNR7190        8.69                8.40                
PavardeNR67515           VardasNR67515       8.69                8.80                
PavardeNR64362           VardasNR64362       8.69                8.80                
PavardeNR61635           VardasNR61635       8.69                9.20                
PavardeNR64288           VardasNR64288       8.69                8.80                
PavardeNR83956           VardasNR83956       8.69                8.40                
PavardeNR79658           VardasNR79658       8.69                8.80                
PavardeNR22797           VardasNR22797       8.69                9.20                
PavardeNR47508           VardasNR47508       8.69                8.40                
PavardeNR43540           VardasNR43540       8.69                8.80                
PavardeNR9720            VardasNR9720        8.69                8.40                
PavardeNR70376           VardasNR70376       8.69                8.40                
PavardeNR47330           VardasNR47330       8.69                8.40                
PavardeNR55907           VardasNR55907       8.69                8.80                
PavardeNR40719           VardasNR40719       8.69                8.80                
PavardeNR57487           VardasNR57487       8.69                8.80                
PavardeNR98524           VardasNR98524       8.69                8.80                
PavardeNR40525           VardasNR40525       8.69                8.80                
PavardeNR55955           VardasNR55955       8.69                8.80                
PavardeNR28284           VardasNR28284       8.69                9.20                
PavardeNR94269           VardasNR94269       8.69                9.60                
PavardeNR33654           VardasNR33654       8.69                9.60                
PavardeNR2510            VardasNR2510        8.69                8.80                
PavardeNR84027           VardasNR84027       8.69                9.20                
PavardeNR74729           VardasNR74729       8.69                8.80                
PavardeNR43521           VardasNR43521       8.69                8.80                
PavardeNR52745           VardasNR52745       8.69                9.60                
PavardeNR84025           VardasNR84025       8.69                8.80                
PavardeNR99594           VardasNR99594       8.69                8.80                
PavardeNR11125           VardasNR11125       8.69                8.40                
PavardeNR82391           VardasNR82391       8.69                9.20                
PavardeNR70340           VardasNR70340       8.69                8.40                
PavardeNR49810           VardasNR49810       8.69                8.80                
PavardeNR82235           VardasNR82235       8.69                8.80                
PavardeNR89188           VardasNR89188       8.69                9.20                
PavardeNR40758           VardasNR40758       8.69                8.80                
PavardeNR70298           VardasNR70298       8.69                9.20                
PavardeNR40425           VardasNR40425       8.69                9.20                
PavardeNR5809            VardasNR5809        8.69                8.80                
PavardeNR8200            VardasNR8200        8.69                8.80                
PavardeNR4237            VardasNR4237        8.71                8.60                
PavardeNR71112           VardasNR71112       8.71                9.00                
PavardeNR59802           VardasNR59802       8.71                9.00                
PavardeNR50886           VardasNR50886       8.71                9.00                
PavardeNR80563           VardasNR80563       8.71                9.00                
PavardeNR38198           VardasNR38198       8.71                8.20                
PavardeNR41273           VardasNR41273       8.71                9.00                
PavardeNR65635           VardasNR65635       8.71                9.00                
PavardeNR80309           VardasNR80309       8.71                9.00                
PavardeNR68171           VardasNR68171       8.71                9.00                
PavardeNR41348           VardasNR41348       8.71                9.00                
PavardeNR58323           VardasNR58323       8.71                8.60                
PavardeNR90441           VardasNR90441       8.71                9.40                
PavardeNR25948           VardasNR25948       8.71                9.00                
PavardeNR48725           VardasNR48725       8.74                8.80                
PavardeNR34251           VardasNR34251       8.74                9.20                
PavardeNR17076           VardasNR17076       8.74                9.20                
PavardeNR17543           VardasNR17543       8.74                8.80                
PavardeNR45513           VardasNR45513       8.74                8.80                
PavardeNR28387           VardasNR28387       8.74                9.20                
PavardeNR95116           VardasNR95116       8.74                8.40                
PavardeNR95015           VardasNR95015       8.74                8.80                
PavardeNR86259           VardasNR86259       8.74                8.80                
PavardeNR94884           VardasNR94884       8.74                8.80                
PavardeNR77767           VardasNR77767       8.74                9.20                
PavardeNR40516           VardasNR40516       8.74                9.20                
PavardeNR65176           VardasNR65176       8.74                9.20                
PavardeNR46853           VardasNR46853       8.74                9.60                
PavardeNR42160           VardasNR42160       8.74                9.20                
PavardeNR62399           VardasNR62399       8.74                9.20                
PavardeNR88494           VardasNR88494       8.74                9.20                
PavardeNR81267           VardasNR81267       8.74                8.40                
PavardeNR19749           VardasNR19749       8.74                8.80                
PavardeNR8471            VardasNR8471        8.74                8.80                
PavardeNR51840           VardasNR51840       8.74                8.40                
PavardeNR83380           VardasNR83380       8.74                8.80                
PavardeNR46426           VardasNR46426       8.74                9.20                
PavardeNR82868           VardasNR82868       8.74                9.20                
PavardeNR5050            VardasNR5050        8.74                8.80                
PavardeNR41347           VardasNR41347       8.74                9.20                
PavardeNR98235           VardasNR98235       8.74                8.80                
PavardeNR95133           VardasNR95133       8.74                8.80                
PavardeNR59227           VardasNR59227       8.74                8.80                
PavardeNR43722           VardasNR43722       8.74                9.20                
PavardeNR34491           VardasNR34491       8.74                9.20                
PavardeNR12125           VardasNR12125       8.74                8.80                
PavardeNR91999           VardasNR91999       8.74                9.20                
PavardeNR78030           VardasNR78030       8.74                8.40                
PavardeNR6825            VardasNR6825        8.74                8.80                
PavardeNR72509           VardasNR72509       8.74                8.40                
PavardeNR37693           VardasNR37693       8.74                8.80                
PavardeNR44985           VardasNR44985       8.74                9.20                
PavardeNR65121           VardasNR65121       8.74                8.80                
PavardeNR16598           VardasNR16598       8.74                9.20                
PavardeNR33178           VardasNR33178       8.74                9.20                
PavardeNR87494           VardasNR87494       8.74                8.80                
PavardeNR39388           VardasNR39388       8.74                8.80                
PavardeNR94662           VardasNR94662       8.74                8.80                
PavardeNR22902           VardasNR22902       8.74                8.40                
